Q28,Q39_Part_1,Q39_Part_2,Q39_Part_3,Q39_Part_4,Q39_Part_5,Q39_Part_6,Q39_Part_7,Q39_Part_8,Q39_Part_9,Q39_OTHER,Q40_Part_1,Q40_Part_2,Q40_Part_3,Q40_Part_4,Q40_Part_5,Q40_Part_6,Q40_Part_7,Q40_Part_8,Q40_Part_9,Q40_Part_10,Q40_Part_11,Q40_OTHER
,,,,,,,,,,,,,,,,,,,,,,
 Salesforce Cloud ,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,,edX,Kaggle Learn Courses,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Microsoft Azure ,,,,,,,,,,Other,,,Kaggle Learn Courses,DataCamp,Fast.ai,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,, GitHub , Personal blog ,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,, GitHub ,,,,,,,,edX,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,Coursera,,,,Fast.ai,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
They all had a similarly enjoyable developer experience,,,, GitHub , Personal blog ,, Colab ,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,,,,,,,,,,,,Other
 Google Cloud Platform (GCP) ,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,Fast.ai,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,Coursera,edX,,DataCamp,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
None were satisfactory,,,, GitHub ,,,,,,,,,,,,,,LinkedIn Learning,,,,
 Google Cloud Platform (GCP) ,,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,,,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
 Google Cloud Platform (GCP) , Plotly Dash , Streamlit , NBViewer ,,,, Colab , Shiny ,,,Coursera,edX,,DataCamp,Fast.ai,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,Other,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub , Personal blog , Kaggle ,,,,,,edX,Kaggle Learn Courses,,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub , Personal blog ,, Colab ,,,,,,,,,,,,,,,Other
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,,edX,,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Oracle Cloud ,,,,,,,,,I do not share my work publicly,,Coursera,,,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,Udacity,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,Other,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,DataCamp,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,edX,,,,,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,Fast.ai,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,, Colab ,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience, Plotly Dash ,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,, Streamlit ,, GitHub ,, Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,,,Udacity,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,,,,,Udemy,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Tencent Cloud , Plotly Dash , Streamlit ,,,,,,,,,,,,DataCamp,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,, Colab ,,,,Coursera,edX,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,DataCamp,,,Udemy,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Other,,,,,,,Udemy,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,Fast.ai,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,Coursera,,,,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,Fast.ai,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,, Streamlit ,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
 Amazon Web Services (AWS) ,,, NBViewer , GitHub ,,,,,,Other,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,edX,,DataCamp,,,,,,,,
,,,, GitHub ,,,,,,,,,,DataCamp,,,Udemy,,,,,
They all had a similarly enjoyable developer experience,,,,,, Kaggle , Colab ,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,LinkedIn Learning,,,,
 Amazon Web Services (AWS) ,,,, GitHub , Personal blog , Kaggle ,,,,,Coursera,,,DataCamp,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
 Google Cloud Platform (GCP) ,,,,,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,Fast.ai,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,Fast.ai,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,, Shiny ,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,, Colab ,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,Other
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,Other
,,,,,,,,,,,Coursera,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Oracle Cloud ,,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,, GitHub ,,, Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,Other,,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,Other
 Google Cloud Platform (GCP) ,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,Fast.ai,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,I do not share my work publicly,,,,,DataCamp,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub , Personal blog , Kaggle , Colab ,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,Other
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,DataCamp,,,Udemy,,,,,
 IBM Cloud / Red Hat ,,,, GitHub ,,,,,,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,Other
,,,,, Personal blog ,,,,,,,edX,,DataCamp,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,, Kaggle ,,,,,,,,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,, Shiny ,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
 Microsoft Azure ,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,Udemy,,,,,Other
,,,,,,,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,,, Colab ,,,,,,,,,,,,,,,Other
