,index,age,gender
11351,11351,30-34,Man
11352,11352,50-54,Man
11353,11353,40-44,Man
11354,11354,22-24,Man
11355,11355,25-29,Woman
11356,11356,18-21,Man
11357,11357,22-24,Woman
11358,11358,60-69,Woman
11359,11359,40-44,Man
11360,11360,25-29,Man
11361,11361,25-29,Man
11362,11362,22-24,Man
11363,11363,55-59,Man
11364,11364,18-21,Man
11365,11365,18-21,Prefer to self-describe
11366,11366,40-44,Man
11367,11367,18-21,Man
11368,11368,25-29,Man
11369,11369,18-21,Woman
11370,11370,35-39,Man
11371,11371,25-29,Woman
11372,11372,22-24,Man
11373,11373,18-21,Man
11374,11374,30-34,Woman
11375,11375,50-54,Man
11376,11376,35-39,Man
11377,11377,25-29,Man
11378,11378,35-39,Man
11379,11379,25-29,Man
11380,11380,25-29,Man
11381,11381,30-34,Man
11382,11382,40-44,Man
11383,11383,30-34,Man
11384,11384,22-24,Man
11385,11385,40-44,Man
11386,11386,25-29,Woman
11387,11387,22-24,Man
11388,11388,18-21,Woman
11389,11389,60-69,Woman
11390,11390,22-24,Man
11391,11391,22-24,Man
11392,11392,55-59,Man
11393,11393,25-29,Man
11394,11394,18-21,Man
11395,11395,18-21,Man
11396,11396,30-34,Man
11397,11397,18-21,Man
11398,11398,70+,Man
11399,11399,30-34,Man
11400,11400,18-21,Woman
11401,11401,25-29,Man
11402,11402,22-24,Man
11403,11403,35-39,Man
11404,11404,30-34,Man
11405,11405,60-69,Man
11406,11406,35-39,Man
11407,11407,40-44,Man
11408,11408,18-21,Man
11409,11409,22-24,Man
11410,11410,30-34,Man
11411,11411,30-34,Man
11412,11412,25-29,Man
11413,11413,22-24,Man
11414,11414,30-34,Man
11415,11415,22-24,Man
11416,11416,35-39,Man
11417,11417,18-21,Man
11418,11418,40-44,Man
11419,11419,22-24,Man
11420,11420,35-39,Man
11421,11421,22-24,Woman
11422,11422,35-39,Man
11423,11423,25-29,Man
11424,11424,30-34,Man
11425,11425,18-21,Man
11426,11426,22-24,Man
11427,11427,30-34,Man
11428,11428,25-29,Man
11429,11429,18-21,Man
11430,11430,25-29,Woman
11431,11431,18-21,Prefer not to say
11432,11432,22-24,Man
11433,11433,18-21,Man
11434,11434,40-44,Man
11435,11435,30-34,Man
11436,11436,18-21,Woman
11437,11437,22-24,Man
11438,11438,30-34,Nonbinary
11439,11439,22-24,Man
11440,11440,22-24,Man
11441,11441,40-44,Man
11442,11442,45-49,Man
11443,11443,18-21,Man
11444,11444,25-29,Man
11445,11445,22-24,Man
11446,11446,25-29,Man
11447,11447,35-39,Nonbinary
11448,11448,18-21,Woman
11449,11449,35-39,Man
11450,11450,18-21,Woman
11451,11451,40-44,Man
11452,11452,25-29,Man
11453,11453,25-29,Woman
11454,11454,25-29,Man
11455,11455,18-21,Man
11456,11456,18-21,Man
11457,11457,50-54,Man
11458,11458,25-29,Man
11459,11459,22-24,Woman
11460,11460,18-21,Man
11461,11461,25-29,Man
11462,11462,30-34,Man
11463,11463,35-39,Man
11464,11464,30-34,Man
11465,11465,22-24,Man
11466,11466,25-29,Man
11467,11467,25-29,Man
11468,11468,25-29,Woman
11469,11469,60-69,Man
11470,11470,22-24,Man
11471,11471,40-44,Man
11472,11472,18-21,Man
11473,11473,30-34,Man
11474,11474,35-39,Man
11475,11475,30-34,Prefer not to say
11476,11476,40-44,Man
11477,11477,18-21,Man
11478,11478,35-39,Man
11479,11479,40-44,Man
11480,11480,22-24,Man
11481,11481,22-24,Man
11482,11482,60-69,Prefer not to say
11483,11483,40-44,Man
11484,11484,18-21,Man
11485,11485,22-24,Woman
11486,11486,18-21,Man
11487,11487,40-44,Man
11488,11488,25-29,Man
11489,11489,55-59,Man
11490,11490,25-29,Woman
11491,11491,18-21,Man
11492,11492,30-34,Man
11493,11493,22-24,Man
11494,11494,18-21,Woman
11495,11495,30-34,Man
11496,11496,30-34,Woman
11497,11497,22-24,Man
11498,11498,18-21,Man
11499,11499,22-24,Man
11500,11500,22-24,Man
11501,11501,30-34,Woman
11502,11502,18-21,Man
11503,11503,35-39,Woman
11504,11504,35-39,Woman
11505,11505,22-24,Man
11506,11506,22-24,Man
11507,11507,18-21,Man
11508,11508,35-39,Man
11509,11509,50-54,Man
11510,11510,30-34,Man
11511,11511,25-29,Man
11512,11512,22-24,Man
11513,11513,22-24,Man
11514,11514,40-44,Man
11515,11515,30-34,Man
11516,11516,22-24,Man
11517,11517,30-34,Man
11518,11518,22-24,Man
11519,11519,18-21,Man
11520,11520,22-24,Man
11521,11521,18-21,Man
11522,11522,25-29,Man
11523,11523,18-21,Man
11524,11524,35-39,Man
11525,11525,22-24,Man
11526,11526,50-54,Man
11527,11527,25-29,Man
11528,11528,70+,Man
11529,11529,40-44,Man
11530,11530,22-24,Man
11531,11531,25-29,Man
11532,11532,30-34,Man
11533,11533,60-69,Man
11534,11534,30-34,Man
11535,11535,30-34,Man
11536,11536,45-49,Man
11537,11537,45-49,Man
11538,11538,25-29,Man
11539,11539,22-24,Man
11540,11540,22-24,Man
11541,11541,18-21,Man
11542,11542,25-29,Man
11543,11543,25-29,Man
11544,11544,22-24,Man
11545,11545,30-34,Woman
11546,11546,18-21,Man
11547,11547,22-24,Woman
11548,11548,22-24,Man
11549,11549,18-21,Man
11550,11550,40-44,Man
11551,11551,25-29,Man
11552,11552,35-39,Man
11553,11553,18-21,Man
11554,11554,25-29,Woman
11555,11555,18-21,Man
11556,11556,35-39,Man
11557,11557,18-21,Man
11558,11558,18-21,Woman
11559,11559,22-24,Man
11560,11560,18-21,Woman
11561,11561,55-59,Woman
11562,11562,25-29,Man
11563,11563,30-34,Man
11564,11564,22-24,Woman
11565,11565,40-44,Man
11566,11566,18-21,Woman
11567,11567,18-21,Woman
11568,11568,22-24,Man
11569,11569,45-49,Man
11570,11570,25-29,Man
11571,11571,25-29,Woman
11572,11572,35-39,Woman
11573,11573,55-59,Man
11574,11574,30-34,Nonbinary
11575,11575,22-24,Man
11576,11576,45-49,Man
11577,11577,45-49,Man
11578,11578,25-29,Man
11579,11579,18-21,Man
11580,11580,40-44,Man
11581,11581,22-24,Man
11582,11582,18-21,Man
11583,11583,25-29,Man
11584,11584,55-59,Man
11585,11585,25-29,Woman
11586,11586,45-49,Man
11587,11587,25-29,Man
11588,11588,18-21,Man
11589,11589,18-21,Man
11590,11590,40-44,Man
11591,11591,50-54,Man
11592,11592,30-34,Woman
11593,11593,30-34,Man
11594,11594,30-34,Man
11595,11595,50-54,Man
11596,11596,18-21,Man
11597,11597,30-34,Man
11598,11598,18-21,Woman
11599,11599,40-44,Man
11600,11600,35-39,Man
11601,11601,35-39,Man
11602,11602,40-44,Woman
11603,11603,35-39,Woman
11604,11604,40-44,Woman
11605,11605,18-21,Man
11606,11606,18-21,Man
11607,11607,25-29,Man
11608,11608,22-24,Woman
11609,11609,45-49,Man
11610,11610,40-44,Man
11611,11611,30-34,Man
11612,11612,55-59,Man
11613,11613,55-59,Man
11614,11614,25-29,Man
11615,11615,18-21,Man
11616,11616,18-21,Prefer not to say
11617,11617,22-24,Man
11618,11618,22-24,Woman
11619,11619,22-24,Man
11620,11620,55-59,Man
11621,11621,35-39,Man
11622,11622,18-21,Man
11623,11623,18-21,Man
11624,11624,18-21,Man
11625,11625,22-24,Man
11626,11626,25-29,Man
11627,11627,35-39,Man
11628,11628,18-21,Man
11629,11629,25-29,Man
11630,11630,18-21,Man
11631,11631,18-21,Man
11632,11632,30-34,Man
11633,11633,18-21,Man
11634,11634,30-34,Man
11635,11635,25-29,Man
11636,11636,25-29,Man
11637,11637,60-69,Man
11638,11638,45-49,Man
11639,11639,40-44,Man
11640,11640,45-49,Man
11641,11641,30-34,Woman
11642,11642,55-59,Man
11643,11643,55-59,Man
11644,11644,60-69,Man
11645,11645,40-44,Man
11646,11646,25-29,Man
11647,11647,50-54,Man
11648,11648,25-29,Man
11649,11649,25-29,Woman
11650,11650,30-34,Man
11651,11651,25-29,Woman
11652,11652,25-29,Man
11653,11653,25-29,Woman
11654,11654,35-39,Woman
11655,11655,25-29,Woman
11656,11656,25-29,Man
11657,11657,40-44,Man
11658,11658,25-29,Woman
11659,11659,18-21,Man
11660,11660,40-44,Man
11661,11661,25-29,Man
11662,11662,22-24,Woman
11663,11663,45-49,Man
11664,11664,25-29,Man
11665,11665,22-24,Woman
11666,11666,25-29,Man
11667,11667,18-21,Man
11668,11668,35-39,Woman
11669,11669,18-21,Man
11670,11670,30-34,Man
11671,11671,30-34,Man
11672,11672,35-39,Man
11673,11673,70+,Man
11674,11674,22-24,Man
11675,11675,22-24,Man
11676,11676,25-29,Man
11677,11677,30-34,Man
11678,11678,22-24,Woman
11679,11679,25-29,Woman
11680,11680,25-29,Woman
11681,11681,25-29,Man
11682,11682,40-44,Man
11683,11683,22-24,Man
11684,11684,25-29,Man
11685,11685,35-39,Woman
11686,11686,18-21,Man
11687,11687,30-34,Man
11688,11688,25-29,Man
11689,11689,18-21,Woman
11690,11690,30-34,Man
11691,11691,35-39,Man
11692,11692,18-21,Man
11693,11693,18-21,Man
11694,11694,35-39,Man
11695,11695,18-21,Man
11696,11696,45-49,Man
11697,11697,30-34,Man
11698,11698,25-29,Woman
11699,11699,35-39,Man
11700,11700,40-44,Man
11701,11701,22-24,Man
11702,11702,25-29,Man
11703,11703,22-24,Man
11704,11704,22-24,Man
11705,11705,22-24,Man
11706,11706,35-39,Man
11707,11707,25-29,Man
11708,11708,25-29,Man
11709,11709,18-21,Man
11710,11710,35-39,Man
11711,11711,18-21,Woman
11712,11712,22-24,Man
11713,11713,25-29,Prefer not to say
11714,11714,45-49,Man
11715,11715,40-44,Woman
11716,11716,25-29,Woman
11717,11717,40-44,Man
11718,11718,18-21,Man
11719,11719,25-29,Man
11720,11720,25-29,Man
11721,11721,40-44,Man
11722,11722,35-39,Man
11723,11723,22-24,Man
11724,11724,22-24,Woman
11725,11725,50-54,Man
11726,11726,22-24,Man
11727,11727,22-24,Woman
11728,11728,40-44,Man
11729,11729,25-29,Man
11730,11730,35-39,Man
11731,11731,18-21,Man
11732,11732,25-29,Woman
11733,11733,25-29,Man
11734,11734,22-24,Man
11735,11735,70+,Nonbinary
11736,11736,45-49,Man
11737,11737,40-44,Man
11738,11738,18-21,Man
11739,11739,22-24,Man
11740,11740,22-24,Man
11741,11741,18-21,Man
11742,11742,40-44,Man
11743,11743,25-29,Man
11744,11744,22-24,Man
11745,11745,18-21,Man
11746,11746,30-34,Man
11747,11747,25-29,Man
11748,11748,25-29,Woman
11749,11749,40-44,Man
11750,11750,25-29,Man
11751,11751,18-21,Man
11752,11752,55-59,Woman
11753,11753,22-24,Woman
11754,11754,22-24,Man
11755,11755,35-39,Man
11756,11756,25-29,Woman
11757,11757,30-34,Man
11758,11758,25-29,Man
11759,11759,40-44,Man
11760,11760,18-21,Man
11761,11761,70+,Man
11762,11762,18-21,Woman
11763,11763,18-21,Man
11764,11764,25-29,Man
11765,11765,40-44,Man
11766,11766,40-44,Woman
11767,11767,30-34,Man
11768,11768,40-44,Man
11769,11769,25-29,Woman
11770,11770,40-44,Man
11771,11771,35-39,Man
11772,11772,25-29,Man
11773,11773,50-54,Man
11774,11774,50-54,Man
11775,11775,30-34,Man
11776,11776,40-44,Man
11777,11777,30-34,Man
11778,11778,22-24,Man
11779,11779,35-39,Man
11780,11780,35-39,Woman
11781,11781,18-21,Man
11782,11782,22-24,Woman
11783,11783,18-21,Man
11784,11784,22-24,Man
11785,11785,18-21,Man
11786,11786,22-24,Woman
11787,11787,30-34,Man
11788,11788,40-44,Man
11789,11789,35-39,Woman
11790,11790,35-39,Man
11791,11791,30-34,Man
11792,11792,22-24,Man
11793,11793,30-34,Man
11794,11794,30-34,Man
11795,11795,40-44,Man
11796,11796,22-24,Man
11797,11797,25-29,Man
11798,11798,25-29,Man
11799,11799,22-24,Man
11800,11800,18-21,Woman
11801,11801,25-29,Man
11802,11802,25-29,Man
11803,11803,18-21,Woman
11804,11804,22-24,Man
11805,11805,35-39,Man
11806,11806,25-29,Woman
11807,11807,45-49,Man
11808,11808,18-21,Man
11809,11809,60-69,Man
11810,11810,18-21,Man
11811,11811,18-21,Man
11812,11812,25-29,Man
11813,11813,35-39,Man
11814,11814,25-29,Man
11815,11815,25-29,Man
11816,11816,35-39,Man
11817,11817,30-34,Man
11818,11818,30-34,Man
11819,11819,22-24,Man
11820,11820,22-24,Man
11821,11821,40-44,Man
11822,11822,25-29,Woman
11823,11823,22-24,Woman
11824,11824,22-24,Man
11825,11825,18-21,Nonbinary
11826,11826,40-44,Woman
11827,11827,30-34,Woman
11828,11828,45-49,Prefer to self-describe
11829,11829,22-24,Man
11830,11830,50-54,Man
11831,11831,40-44,Woman
11832,11832,18-21,Woman
11833,11833,18-21,Man
11834,11834,25-29,Man
11835,11835,50-54,Woman
11836,11836,40-44,Man
11837,11837,22-24,Man
11838,11838,18-21,Man
11839,11839,22-24,Man
11840,11840,35-39,Man
11841,11841,60-69,Man
11842,11842,22-24,Woman
11843,11843,25-29,Prefer not to say
11844,11844,25-29,Man
11845,11845,22-24,Man
11846,11846,22-24,Man
11847,11847,22-24,Man
11848,11848,18-21,Man
11849,11849,60-69,Man
11850,11850,22-24,Woman
11851,11851,50-54,Man
11852,11852,18-21,Man
11853,11853,25-29,Man
11854,11854,40-44,Man
11855,11855,22-24,Woman
11856,11856,25-29,Man
11857,11857,22-24,Man
11858,11858,40-44,Man
11859,11859,22-24,Man
11860,11860,30-34,Man
11861,11861,35-39,Woman
11862,11862,35-39,Man
11863,11863,45-49,Man
11864,11864,25-29,Man
11865,11865,18-21,Man
11866,11866,30-34,Man
11867,11867,45-49,Man
11868,11868,18-21,Woman
11869,11869,45-49,Woman
11870,11870,30-34,Man
11871,11871,40-44,Man
11872,11872,25-29,Woman
11873,11873,18-21,Man
11874,11874,22-24,Man
11875,11875,22-24,Man
11876,11876,35-39,Man
11877,11877,18-21,Man
11878,11878,22-24,Man
11879,11879,55-59,Man
11880,11880,40-44,Man
11881,11881,22-24,Man
11882,11882,55-59,Man
11883,11883,45-49,Man
11884,11884,22-24,Man
11885,11885,45-49,Man
11886,11886,40-44,Man
11887,11887,30-34,Man
11888,11888,45-49,Man
11889,11889,22-24,Man
11890,11890,40-44,Man
11891,11891,22-24,Man
11892,11892,18-21,Man
11893,11893,25-29,Man
11894,11894,25-29,Man
11895,11895,22-24,Man
11896,11896,22-24,Man
11897,11897,22-24,Woman
11898,11898,22-24,Woman
11899,11899,18-21,Man
11900,11900,25-29,Man
11901,11901,50-54,Man
11902,11902,40-44,Man
11903,11903,18-21,Woman
11904,11904,40-44,Man
11905,11905,18-21,Man
11906,11906,22-24,Woman
11907,11907,35-39,Man
11908,11908,22-24,Prefer not to say
11909,11909,30-34,Man
11910,11910,30-34,Man
11911,11911,35-39,Man
11912,11912,22-24,Man
11913,11913,25-29,Man
11914,11914,35-39,Man
11915,11915,18-21,Woman
11916,11916,18-21,Man
11917,11917,25-29,Man
11918,11918,45-49,Woman
11919,11919,40-44,Woman
11920,11920,22-24,Man
11921,11921,40-44,Woman
11922,11922,30-34,Man
11923,11923,30-34,Woman
11924,11924,22-24,Man
11925,11925,22-24,Man
11926,11926,30-34,Man
11927,11927,35-39,Man
11928,11928,18-21,Man
11929,11929,30-34,Man
11930,11930,25-29,Man
11931,11931,40-44,Man
11932,11932,45-49,Man
11933,11933,35-39,Man
11934,11934,40-44,Man
11935,11935,25-29,Woman
11936,11936,25-29,Man
11937,11937,40-44,Man
11938,11938,25-29,Man
11939,11939,22-24,Man
11940,11940,22-24,Man
11941,11941,18-21,Woman
11942,11942,30-34,Man
11943,11943,25-29,Woman
11944,11944,25-29,Man
11945,11945,22-24,Prefer not to say
11946,11946,40-44,Woman
11947,11947,25-29,Man
11948,11948,30-34,Woman
11949,11949,22-24,Man
11950,11950,25-29,Man
11951,11951,18-21,Man
11952,11952,25-29,Man
11953,11953,45-49,Man
11954,11954,35-39,Man
11955,11955,25-29,Man
11956,11956,35-39,Man
11957,11957,30-34,Woman
11958,11958,18-21,Woman
11959,11959,22-24,Man
11960,11960,18-21,Man
11961,11961,25-29,Man
11962,11962,25-29,Man
11963,11963,40-44,Man
11964,11964,22-24,Man
11965,11965,35-39,Man
11966,11966,30-34,Man
11967,11967,35-39,Woman
11968,11968,22-24,Man
11969,11969,50-54,Man
11970,11970,25-29,Woman
11971,11971,25-29,Man
11972,11972,18-21,Man
11973,11973,18-21,Man
11974,11974,22-24,Man
11975,11975,35-39,Woman
11976,11976,22-24,Man
11977,11977,40-44,Man
11978,11978,18-21,Man
11979,11979,30-34,Man
11980,11980,18-21,Man
11981,11981,30-34,Man
11982,11982,18-21,Woman
11983,11983,18-21,Woman
11984,11984,18-21,Man
11985,11985,22-24,Man
11986,11986,18-21,Man
11987,11987,55-59,Woman
11988,11988,30-34,Man
11989,11989,40-44,Man
11990,11990,45-49,Man
11991,11991,40-44,Woman
11992,11992,40-44,Woman
11993,11993,18-21,Man
11994,11994,40-44,Man
11995,11995,35-39,Man
11996,11996,30-34,Man
11997,11997,25-29,Man
11998,11998,22-24,Man
11999,11999,18-21,Man
12000,12000,30-34,Man
12001,12001,35-39,Man
12002,12002,18-21,Woman
12003,12003,25-29,Woman
12004,12004,18-21,Man
12005,12005,22-24,Man
12006,12006,25-29,Man
12007,12007,30-34,Man
12008,12008,22-24,Man
12009,12009,22-24,Man
12010,12010,18-21,Prefer not to say
12011,12011,35-39,Woman
12012,12012,22-24,Man
12013,12013,18-21,Woman
12014,12014,40-44,Man
12015,12015,18-21,Man
12016,12016,22-24,Man
12017,12017,25-29,Woman
12018,12018,50-54,Man
12019,12019,22-24,Man
12020,12020,25-29,Man
12021,12021,25-29,Woman
12022,12022,18-21,Man
12023,12023,18-21,Man
12024,12024,25-29,Woman
12025,12025,22-24,Woman
12026,12026,35-39,Man
12027,12027,40-44,Man
12028,12028,18-21,Man
12029,12029,45-49,Man
12030,12030,40-44,Man
12031,12031,18-21,Man
12032,12032,40-44,Man
12033,12033,22-24,Man
12034,12034,30-34,Woman
12035,12035,40-44,Man
12036,12036,40-44,Man
12037,12037,18-21,Man
12038,12038,25-29,Man
12039,12039,18-21,Man
12040,12040,25-29,Woman
12041,12041,30-34,Man
12042,12042,22-24,Man
12043,12043,55-59,Man
12044,12044,35-39,Woman
12045,12045,40-44,Man
12046,12046,22-24,Woman
12047,12047,30-34,Man
12048,12048,25-29,Man
12049,12049,30-34,Man
12050,12050,40-44,Woman
12051,12051,22-24,Woman
12052,12052,22-24,Man
12053,12053,45-49,Man
12054,12054,25-29,Man
12055,12055,22-24,Woman
12056,12056,45-49,Woman
12057,12057,40-44,Man
12058,12058,25-29,Man
12059,12059,30-34,Woman
12060,12060,18-21,Man
12061,12061,25-29,Man
12062,12062,22-24,Man
12063,12063,50-54,Man
12064,12064,45-49,Man
12065,12065,22-24,Woman
12066,12066,45-49,Woman
12067,12067,18-21,Man
12068,12068,25-29,Man
12069,12069,18-21,Woman
12070,12070,40-44,Man
12071,12071,22-24,Man
12072,12072,30-34,Man
12073,12073,25-29,Man
12074,12074,22-24,Man
12075,12075,18-21,Woman
12076,12076,35-39,Man
12077,12077,40-44,Man
12078,12078,22-24,Man
12079,12079,25-29,Woman
12080,12080,55-59,Man
12081,12081,35-39,Man
12082,12082,30-34,Man
12083,12083,18-21,Woman
12084,12084,18-21,Man
12085,12085,35-39,Man
12086,12086,25-29,Woman
12087,12087,22-24,Man
12088,12088,18-21,Man
12089,12089,18-21,Man
12090,12090,25-29,Woman
12091,12091,30-34,Man
12092,12092,18-21,Man
12093,12093,30-34,Man
12094,12094,25-29,Man
12095,12095,30-34,Man
12096,12096,22-24,Woman
12097,12097,25-29,Man
12098,12098,18-21,Man
12099,12099,18-21,Man
12100,12100,30-34,Man
12101,12101,50-54,Woman
12102,12102,25-29,Man
12103,12103,35-39,Woman
12104,12104,25-29,Man
12105,12105,25-29,Man
12106,12106,25-29,Man
12107,12107,18-21,Man
12108,12108,18-21,Man
12109,12109,18-21,Man
12110,12110,45-49,Man
12111,12111,30-34,Man
12112,12112,18-21,Man
12113,12113,22-24,Man
12114,12114,22-24,Man
12115,12115,22-24,Man
12116,12116,22-24,Woman
12117,12117,35-39,Woman
12118,12118,45-49,Man
12119,12119,25-29,Man
12120,12120,25-29,Woman
12121,12121,25-29,Man
12122,12122,22-24,Woman
12123,12123,30-34,Man
12124,12124,18-21,Woman
12125,12125,18-21,Man
12126,12126,22-24,Man
12127,12127,40-44,Man
12128,12128,22-24,Man
12129,12129,30-34,Man
12130,12130,30-34,Man
12131,12131,22-24,Prefer not to say
12132,12132,35-39,Man
12133,12133,30-34,Man
12134,12134,22-24,Man
12135,12135,22-24,Man
12136,12136,45-49,Man
12137,12137,50-54,Woman
12138,12138,50-54,Man
12139,12139,60-69,Man
12140,12140,40-44,Man
12141,12141,45-49,Man
12142,12142,22-24,Man
12143,12143,25-29,Man
12144,12144,45-49,Man
12145,12145,18-21,Man
12146,12146,30-34,Man
12147,12147,22-24,Man
12148,12148,55-59,Man
12149,12149,18-21,Man
12150,12150,25-29,Man
12151,12151,22-24,Woman
12152,12152,30-34,Man
12153,12153,55-59,Man
12154,12154,22-24,Man
12155,12155,30-34,Man
12156,12156,25-29,Man
12157,12157,40-44,Man
12158,12158,22-24,Man
12159,12159,25-29,Man
12160,12160,25-29,Man
12161,12161,18-21,Man
12162,12162,25-29,Prefer not to say
12163,12163,18-21,Man
12164,12164,22-24,Man
12165,12165,30-34,Man
12166,12166,22-24,Woman
12167,12167,40-44,Man
12168,12168,25-29,Man
12169,12169,18-21,Man
12170,12170,25-29,Man
12171,12171,35-39,Man
12172,12172,45-49,Man
12173,12173,30-34,Man
12174,12174,18-21,Man
12175,12175,30-34,Woman
12176,12176,30-34,Man
12177,12177,22-24,Woman
12178,12178,35-39,Woman
12179,12179,45-49,Man
12180,12180,18-21,Woman
12181,12181,22-24,Woman
12182,12182,35-39,Woman
12183,12183,40-44,Man
12184,12184,22-24,Man
12185,12185,18-21,Man
12186,12186,35-39,Man
12187,12187,22-24,Man
12188,12188,45-49,Man
12189,12189,30-34,Man
12190,12190,60-69,Man
12191,12191,25-29,Man
12192,12192,50-54,Man
12193,12193,35-39,Man
12194,12194,30-34,Man
12195,12195,18-21,Woman
12196,12196,45-49,Man
12197,12197,35-39,Man
12198,12198,18-21,Man
12199,12199,25-29,Man
12200,12200,25-29,Man
12201,12201,30-34,Woman
12202,12202,25-29,Woman
12203,12203,22-24,Man
12204,12204,22-24,Woman
12205,12205,30-34,Woman
12206,12206,60-69,Man
12207,12207,22-24,Man
12208,12208,22-24,Man
12209,12209,22-24,Woman
12210,12210,18-21,Man
12211,12211,35-39,Man
12212,12212,35-39,Man
12213,12213,18-21,Man
12214,12214,25-29,Man
12215,12215,25-29,Man
12216,12216,22-24,Man
12217,12217,25-29,Man
12218,12218,45-49,Man
12219,12219,55-59,Man
12220,12220,22-24,Man
12221,12221,45-49,Woman
12222,12222,45-49,Man
12223,12223,22-24,Man
12224,12224,25-29,Man
12225,12225,25-29,Woman
12226,12226,18-21,Man
12227,12227,35-39,Man
12228,12228,18-21,Man
12229,12229,60-69,Man
12230,12230,22-24,Man
12231,12231,30-34,Man
12232,12232,22-24,Man
12233,12233,25-29,Man
12234,12234,18-21,Woman
12235,12235,40-44,Man
12236,12236,30-34,Man
12237,12237,35-39,Man
12238,12238,55-59,Man
12239,12239,35-39,Man
12240,12240,18-21,Man
12241,12241,18-21,Man
12242,12242,30-34,Man
12243,12243,22-24,Man
12244,12244,18-21,Man
12245,12245,18-21,Woman
12246,12246,35-39,Woman
12247,12247,18-21,Man
12248,12248,22-24,Man
12249,12249,40-44,Man
12250,12250,40-44,Woman
12251,12251,22-24,Man
12252,12252,30-34,Man
12253,12253,40-44,Man
12254,12254,22-24,Man
12255,12255,60-69,Man
12256,12256,55-59,Man
12257,12257,25-29,Man
12258,12258,25-29,Man
12259,12259,30-34,Man
12260,12260,18-21,Man
12261,12261,45-49,Man
12262,12262,22-24,Prefer not to say
12263,12263,18-21,Man
12264,12264,22-24,Man
12265,12265,18-21,Woman
12266,12266,40-44,Man
12267,12267,40-44,Woman
12268,12268,30-34,Woman
12269,12269,18-21,Man
12270,12270,25-29,Man
12271,12271,40-44,Prefer not to say
12272,12272,18-21,Man
12273,12273,18-21,Man
12274,12274,25-29,Man
12275,12275,22-24,Man
12276,12276,55-59,Man
12277,12277,25-29,Prefer not to say
12278,12278,25-29,Man
12279,12279,22-24,Man
12280,12280,22-24,Woman
12281,12281,18-21,Man
12282,12282,22-24,Man
12283,12283,70+,Woman
12284,12284,35-39,Man
12285,12285,18-21,Man
12286,12286,25-29,Man
12287,12287,50-54,Woman
12288,12288,40-44,Man
12289,12289,22-24,Man
12290,12290,30-34,Woman
12291,12291,18-21,Man
12292,12292,18-21,Man
12293,12293,30-34,Man
12294,12294,40-44,Man
12295,12295,25-29,Man
12296,12296,30-34,Woman
12297,12297,18-21,Woman
12298,12298,35-39,Man
12299,12299,30-34,Man
12300,12300,25-29,Man
12301,12301,25-29,Man
12302,12302,18-21,Man
12303,12303,25-29,Woman
12304,12304,25-29,Man
12305,12305,30-34,Man
12306,12306,18-21,Man
12307,12307,30-34,Man
12308,12308,25-29,Man
12309,12309,22-24,Man
12310,12310,55-59,Woman
12311,12311,30-34,Man
12312,12312,55-59,Man
12313,12313,35-39,Man
12314,12314,22-24,Woman
12315,12315,18-21,Man
12316,12316,55-59,Man
12317,12317,25-29,Man
12318,12318,18-21,Man
12319,12319,30-34,Man
12320,12320,35-39,Man
12321,12321,30-34,Man
12322,12322,25-29,Man
12323,12323,45-49,Man
12324,12324,25-29,Man
12325,12325,25-29,Man
12326,12326,18-21,Man
12327,12327,22-24,Woman
12328,12328,30-34,Man
12329,12329,35-39,Man
12330,12330,25-29,Man
12331,12331,25-29,Woman
12332,12332,25-29,Man
12333,12333,25-29,Man
12334,12334,35-39,Man
12335,12335,18-21,Man
12336,12336,22-24,Woman
12337,12337,22-24,Man
12338,12338,18-21,Man
12339,12339,55-59,Man
12340,12340,35-39,Man
12341,12341,35-39,Man
12342,12342,22-24,Man
12343,12343,18-21,Man
12344,12344,30-34,Man
12345,12345,30-34,Man
12346,12346,25-29,Woman
12347,12347,25-29,Man
12348,12348,35-39,Man
12349,12349,18-21,Man
12350,12350,35-39,Man
12351,12351,18-21,Man
12352,12352,22-24,Man
12353,12353,40-44,Man
12354,12354,25-29,Man
12355,12355,40-44,Man
12356,12356,25-29,Man
12357,12357,50-54,Man
12358,12358,22-24,Man
12359,12359,40-44,Man
12360,12360,18-21,Man
12361,12361,22-24,Man
12362,12362,22-24,Man
12363,12363,35-39,Man
12364,12364,25-29,Woman
12365,12365,18-21,Woman
12366,12366,22-24,Man
12367,12367,30-34,Woman
12368,12368,35-39,Man
12369,12369,18-21,Woman
12370,12370,18-21,Woman
12371,12371,45-49,Man
12372,12372,40-44,Man
12373,12373,25-29,Woman
12374,12374,18-21,Woman
12375,12375,22-24,Man
12376,12376,18-21,Man
12377,12377,22-24,Man
12378,12378,22-24,Prefer not to say
12379,12379,30-34,Man
12380,12380,35-39,Man
12381,12381,30-34,Man
12382,12382,30-34,Man
12383,12383,25-29,Man
12384,12384,30-34,Man
12385,12385,22-24,Man
12386,12386,30-34,Man
12387,12387,25-29,Man
12388,12388,35-39,Prefer not to say
12389,12389,18-21,Man
12390,12390,55-59,Man
12391,12391,25-29,Woman
12392,12392,40-44,Man
12393,12393,45-49,Man
12394,12394,30-34,Man
12395,12395,22-24,Woman
12396,12396,35-39,Man
12397,12397,22-24,Man
12398,12398,25-29,Man
12399,12399,60-69,Man
12400,12400,18-21,Man
12401,12401,30-34,Man
12402,12402,30-34,Woman
